age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,smoke,bmi,active,label
40, Self-emp-inc,45054, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,20.367847037664355,1.0,1
61, Federal-gov,221943, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States,0.0,20.611579227683123,0.0,1
39, ?,179352, Some-college,10, Divorced, ?, Not-in-family, White, Female,35, United-States,1.0,22.34864438561501,0.0,0
33, Private,251421, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,50, United-States,0.0,22.61447255810431,0.0,0
50, Self-emp-not-inc,132716, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,22.101433025109163,1.0,1
53, Local-gov,197054, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,22.75071906937395,0.0,1
31, Federal-gov,130057, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,21.77311746739206,0.0,1
43, Local-gov,216070, Masters,14, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,50, United-States,1.0,22.275691004401907,0.0,1
46, Federal-gov,20956, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,21.061154493099608,0.0,1
34, Private,207301, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,20, United-States,0.0,24.38549447279268,1.0,0
26, ?,211798, HS-grad,9, Separated, ?, Unmarried, White, Female,40, United-States,0.0,23.987845264103562,0.0,0
38, Private,99388, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,40, El-Salvador,0.0,24.73175931298867,0.0,0
64, Local-gov,190660, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States,0.0,22.821066247173228,1.0,1
36, Private,184456, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,50, United-States,0.0,23.2723479952983,0.0,1
28, Private,175343, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,1.0,23.45538390327605,0.0,0
53, Private,311269, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,40, United-States,0.0,25.17272637100192,0.0,0
19, Private,175820, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,25, United-States,0.0,25.38748683556035,0.0,0
55, Private,254627, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,0.0,20.884971954515237,1.0,0
38, Self-emp-not-inc,77820, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.73289043905161,1.0,1
21, Private,265148, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,38, Jamaica,0.0,24.371756368245958,0.0,0
32, State-gov,71151, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,20, United-States,0.0,24.88347628820981,1.0,0
38, Private,156728, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,20.548098297715566,0.0,1
59, Self-emp-not-inc,144071, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,15, El-Salvador,1.0,23.905186483021325,1.0,0
27, Private,154210, 11th,7, Married-spouse-absent, Sales, Own-child, Asian-Pac-Islander, Male,35, India,0.0,27.802568551200622,1.0,0
60, Private,177665, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States,0.0,23.478728982356266,0.0,0
59, Private,329059, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,50, United-States,0.0,23.285190987353786,0.0,0
44, Private,173888, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,80, United-States,0.0,20.792693999694308,1.0,1
38, Private,165930, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,22.80429445577055,0.0,0
38, Private,65466, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,50, United-States,0.0,23.698655573482533,0.0,0
35, Private,167990, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, Canada,0.0,22.81083522653376,0.0,0
42, Private,175935, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,22.86736067386168,0.0,0
19, Private,386378, Some-college,10, Never-married, Other-service, Own-child, White, Male,20, United-States,0.0,25.698774288998624,0.0,0
44, Private,203761, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,40, United-States,0.0,19.900174898182804,1.0,1
46, Self-emp-inc,276934, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,70, United-States,0.0,20.323437795287088,1.0,1
44, Local-gov,177937, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,36, United-States,0.0,21.582452033781166,1.0,1
29, Local-gov,82393, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,45, United-States,1.0,22.74130966094183,1.0,0
25, Private,120238, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,40, Poland,0.0,22.594693573664063,0.0,0
62, Private,159908, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,38, United-States,0.0,24.34953594999919,0.0,1
37, Local-gov,269300, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,27, United-States,0.0,22.68808692798417,0.0,0
53, Private,304504, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States,0.0,19.475158770753392,0.0,1
24, State-gov,154432, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,35, United-States,0.0,25.283259037003585,1.0,0
27, Local-gov,273929, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,40, United-States,0.0,24.723229759426346,0.0,0
30, Private,59496, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,24.92534742991276,1.0,0
38, Self-emp-not-inc,344480, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.90796780256041,0.0,0
49, Local-gov,145290, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,40, United-States,1.0,22.630437452438677,0.0,0
50, ?,222381, Some-college,10, Divorced, ?, Unmarried, White, Male,40, United-States,0.0,21.37306144124587,0.0,0
50, Private,146429, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,23.37954942483881,1.0,0
41, Federal-gov,19914, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,40, Philippines,0.0,20.59108721013317,0.0,1
17, Private,46402, 7th-8th,4, Never-married, Sales, Own-child, White, Male,8, United-States,1.0,25.677911217370657,0.0,0
18, Private,156874, 12th,8, Never-married, Other-service, Own-child, White, Male,27, United-States,1.0,24.014682221403465,0.0,0
52, Self-emp-inc,90363, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,0.0,22.06790168534596,0.0,1
36, Private,173804, 11th,7, Divorced, Other-service, Not-in-family, White, Female,40, United-States,0.0,20.800191806246136,0.0,0
41, Private,207779, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,40, United-States,0.0,24.45651816576778,1.0,0
21, Private,185551, HS-grad,9, Never-married, Sales, Own-child, White, Female,36, United-States,0.0,21.451734204555926,0.0,0
23, Local-gov,430828, Some-college,10, Separated, Exec-managerial, Unmarried, Black, Male,40, United-States,1.0,22.715094778778962,1.0,0
33, Self-emp-not-inc,173495, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,0.0,24.161749943897554,0.0,0
30, Self-emp-inc,185384, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,25, United-States,0.0,24.69381738998117,1.0,0
53, Private,223696, 12th,8, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male,56, Dominican-Republic,1.0,24.588531211001282,1.0,0
57, Private,71367, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,40, United-States,0.0,23.331025694340344,0.0,0
42, Private,230684, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States,0.0,20.206545027921337,0.0,1
70, Private,405362, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,38, United-States,1.0,24.221223555973268,1.0,0
44, Private,211531, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,24.008388796039405,0.0,0
33, Self-emp-not-inc,24504, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,0.0,19.14124845561432,1.0,0
21, Private,206891, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Female,38, United-States,0.0,21.797241086957502,0.0,0
50, Private,134766, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,19.363397900428573,1.0,1
31, Private,123273, HS-grad,9, Never-married, Sales, Own-child, Black, Female,40, United-States,1.0,22.109794106115874,0.0,0
55, Private,143030, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,40, United-States,0.0,19.80158341714095,0.0,0
33, Private,51471, HS-grad,9, Married-civ-spouse, Tech-support, Wife, White, Female,40, United-States,0.0,21.75314023731421,1.0,1
64, Private,116084, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.62289270101857,0.0,0
28, Private,227778, Assoc-voc,11, Never-married, Other-service, Other-relative, Black, Male,40, United-States,0.0,19.303021337428085,0.0,0
43, Private,184378, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,35, United-States,0.0,26.06818330113784,0.0,0
51, Private,274502, 7th-8th,4, Divorced, Machine-op-inspct, Not-in-family, White, Female,48, United-States,0.0,26.42388116550721,1.0,0
31, Local-gov,331126, Bachelors,13, Never-married, Protective-serv, Own-child, Black, Male,48, United-States,1.0,26.51658738049624,1.0,0
37, Private,105803, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0.0,22.09147968737647,0.0,1
18, Private,57108, 11th,7, Never-married, Sales, Own-child, White, Male,16, United-States,0.0,24.934887558731326,0.0,0
23, Private,186813, HS-grad,9, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,40, United-States,0.0,23.14726986471804,0.0,0
56, Private,179625, 10th,6, Separated, Other-service, Unmarried, White, Female,32, United-States,0.0,22.27311923502823,0.0,0
22, Private,126945, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States,0.0,24.92441634494823,1.0,0
58, Federal-gov,81973, Some-college,10, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,40, United-States,0.0,21.509637976040743,0.0,1
34, Private,186346, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,40, United-States,0.0,24.828084966296768,0.0,0
54, Local-gov,182388, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,35, United-States,1.0,26.52068963318088,1.0,0
31, Local-gov,357954, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,20, United-States,0.0,21.668213565542594,0.0,0
32, Private,259719, Some-college,10, Divorced, Handlers-cleaners, Unmarried, Black, Male,40, Nicaragua,0.0,24.50093659680584,0.0,0
37, Self-emp-not-inc,58343, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Male,56, United-States,0.0,24.852190590505856,0.0,0
46, Local-gov,216414, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States,0.0,22.07026892828216,0.0,1
36, Private,305352, 10th,6, Divorced, Craft-repair, Other-relative, Black, Male,40, United-States,0.0,22.11807055714344,0.0,0
50, Private,198681, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,70, United-States,0.0,23.41191072461871,0.0,1
39, Private,115422, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,30, United-States,0.0,25.71971485478768,0.0,0
19, Private,119075, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,50, United-States,0.0,19.310062692709657,0.0,0
44, Private,188331, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,42, United-States,0.0,28.069229700383787,0.0,0
76, ?,28221, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,40, Canada,0.0,21.010885187684504,1.0,1
27, Federal-gov,214385, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,40, United-States,1.0,21.871205834536585,0.0,0
39, State-gov,318918, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,1.0,21.13964998569152,1.0,0
68, ?,351402, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,70, United-States,1.0,18.667541162344566,0.0,0
22, Private,137862, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,16, United-States,0.0,23.85768525113007,0.0,0
30, Private,261023, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,50, United-States,0.0,22.303259323206927,0.0,0
18, Private,165532, Some-college,10, Never-married, Sales, Own-child, White, Male,15, United-States,0.0,25.009545619101853,0.0,0
31, Private,187901, Some-college,10, Never-married, Sales, Not-in-family, White, Female,40, United-States,0.0,26.80152540092185,0.0,0
36, Private,51089, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,60, United-States,1.0,22.53104813300528,0.0,0
64, Local-gov,202738, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,35, United-States,1.0,26.133963600783805,1.0,0
47, Self-emp-not-inc,185673, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,1.0,22.003049636240068,1.0,1
23, Private,216889, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,0.0,24.56199645839916,0.0,0
69, Private,130413, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Female,15, United-States,1.0,24.96172569608797,0.0,0
21, Self-emp-not-inc,99199, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,19.531097610009965,1.0,0
24, Private,103064, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,40, United-States,0.0,23.796947916312646,0.0,0
17, ?,659273, 11th,7, Never-married, ?, Own-child, Black, Female,40, Trinadad&Tobago,1.0,21.12916695651217,0.0,0
58, Private,172618, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,0.0,24.271092715500412,1.0,1
55, ?,205527, HS-grad,9, Divorced, ?, Not-in-family, White, Male,20, United-States,0.0,22.704068483695306,0.0,0
26, Private,233777, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,23.541541769624704,1.0,1
43, Private,187322, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,24.09919695906333,1.0,1
64, Local-gov,237379, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,1.0,27.119166295099703,0.0,0
35, ?,451940, HS-grad,9, Never-married, ?, Unmarried, Black, Female,40, United-States,0.0,23.921375682987836,0.0,0
36, Private,133655, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,20.290371295086103,0.0,0
19, Private,174732, Some-college,10, Never-married, Other-service, Own-child, Black, Male,25, United-States,0.0,24.601857070201135,1.0,0
31, Private,150324, 11th,7, Divorced, Farming-fishing, Not-in-family, White, Male,50, United-States,0.0,25.138230886613908,1.0,0
25, Private,557082, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States,0.0,23.65454942937257,0.0,0
31, Private,118399, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,24.4011964162687,1.0,0
63, Private,68872, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,20, United-States,0.0,25.371201989152073,0.0,0
38, Self-emp-inc,206951, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States,0.0,22.53509581819464,1.0,0
43, Local-gov,214242, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,20.48178957563212,1.0,1
31, Private,228873, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,26.71879358340876,0.0,0
61, Local-gov,28375, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,70, United-States,0.0,24.104827132270042,0.0,0
34, Private,122612, Bachelors,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,50, Philippines,0.0,18.602283579672246,0.0,1
42, Private,157443, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,27, Taiwan,0.0,21.92218823200782,1.0,1
